,tool,label,precise_avg,error_summary,time_s_suc_min,time_s_suc_max,time_s_0,time_s_1,time_s_2,time_s_3,time_s_4,time_s_5,time_s_6,time_s_7,time_s_8,time_s_9,time_h_0,time_h_1,time_h_2,time_h_3,time_h_4,time_h_5,time_h_6,time_h_7,time_h_8,time_h_9,error_0,error_1,error_2,error_3,error_4,error_5,error_6,error_7,error_8,error_9,precise_0,precise_1,precise_2,precise_3,precise_4,precise_5,precise_6,precise_7,precise_8,precise_9,time_s_suc_0,time_s_suc_1,time_s_suc_2,time_s_suc_3,time_s_suc_4,time_s_suc_5,time_s_suc_6,time_s_suc_7,time_s_suc_8,time_s_suc_9
20,feynman,ccx_h__cx_t__twice,0.0,T/O:10,,,21374.721660375595,21374.841200351715,21375.283422470093,21375.12098789215,21374.50352358818,21374.845638513565,21374.537128448486,21374.708835601807,21374.60167646408,21374.168476581573,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,T/O,T/O,T/O,T/O,T/O,T/O,T/O,T/O,T/O,T/O,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
21,feynman,rz_h__cx,0.0,Unsupported operation:10,,,1.012481451034546,1.0148053169250488,1.0152363777160645,1.0123469829559326,1.0115716457366943,1.0158209800720215,1.0149893760681152,1.0137619972229004,1.0139274597167969,1.0153157711029053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
22,feynman,rz_h__cx__twice,0.0,Unsupported operation:10,,,1.0128555297851562,1.013688325881958,1.0143356323242188,1.011808156967163,1.0138342380523682,1.015718698501587,1.0131556987762451,1.0149848461151123,1.014326572418213,1.0173165798187256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
23,feynman,measure_ghz,0.0,Unsupported operation:10,,,1.0125377178192139,1.0141761302947998,1.0132925510406494,1.0137922763824463,1.0129032135009766,1.015519142150879,1.0144541263580322,1.0147185325622559,1.014512300491333,1.0160906314849854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
24,qiskit_equivalence,clifford__clifford,0.0,OOM:10,,,9.728846311569214,11.029577016830444,12.02999758720398,10.02732253074646,12.029611825942993,13.03369140625,12.031600713729858,12.029525518417358,11.027706146240234,12.030153751373291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
25,qiskit_equivalence,clifford_t__clifford,0.0,OOM:10,,,9.397603511810303,10.226839542388916,12.029834508895874,11.027881145477295,12.032399892807007,10.025278091430664,11.02988314628601,13.035282611846924,11.027334213256836,13.030944108963013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
26,qiskit_equivalence,clifford_t__cx_t,0.0,OOM:10,,,11.323070049285889,11.207056522369385,12.029488325119019,11.027180194854736,11.02971339225769,14.032701253890991,12.029090642929077,16.038540601730347,12.032337188720703,14.033520936965942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
27,qiskit_equivalence,clifford_t__cx_t__twice,0.0,OOM:10,,,11.241796493530273,11.027007341384888,11.029661893844604,11.028009414672852,12.029199838638306,13.032553434371948,12.031612634658813,15.033339262008667,13.037382125854492,14.03305697441101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
28,qiskit_equivalence,clifford_t__h_cz_rx,0.0,OOM:10,,,12.972294092178345,13.043190717697144,13.885883569717407,14.204744815826416,14.604863166809082,15.029670715332031,14.480812788009644,15.388617515563965,15.039314031600952,19.046096086502075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
29,qiskit_equivalence,clifford_t__h_cz_rx__twice,0.0,OOM:10,,,13.14277195930481,13.028919696807861,17.036375522613525,13.029857158660889,13.030651569366455,16.038747549057007,13.03211259841919,16.033241510391235,13.030025482177734,14.613289833068848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
30,qiskit_equivalence,ccx_h__clifford,0.0,OOM:10,,,14.032141923904419,13.029021263122559,14.031633615493774,13.030567646026611,14.033293008804321,12.03028392791748,14.032655000686646,13.032511711120605,13.586738109588623,13.031425476074219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
31,qiskit_equivalence,ccx_h__cx_t,0.0,OOM:10,,,14.034085035324097,12.026814222335815,14.032956838607788,12.029642105102539,13.032233476638794,15.03793478012085,13.031480312347412,14.033098220825195,14.03342342376709,16.03685474395752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
32,qiskit_equivalence,ccx_h__cx_t__twice,0.0,OOM:10,,,13.029174089431763,13.030159950256348,12.031096935272217,13.030917167663574,13.032287359237671,15.03599762916565,13.03052282333374,13.033456325531006,14.033582925796509,16.039660930633545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
33,qiskit_equivalence,rz_h__cx,0.0,OOM:10,,,10.024495840072632,10.025613784790039,11.027613401412964,11.029326677322388,10.026614427566528,11.029022455215454,10.027467489242554,10.0287766456604,10.027820110321045,12.034155130386353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
34,qiskit_equivalence,rz_h__cx__twice,0.0,OOM:10,,,9.022881746292114,10.026538848876953,9.024991512298584,10.026638746261597,9.023915767669678,11.030670642852783,10.026809692382812,10.026275873184204,11.029378175735474,12.033896207809448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
35,qiskit_equivalence,measure_ghz,0.0,OOM:10,,,9.02434492111206,10.026533603668213,9.024920463562012,9.025668621063232,9.025628328323364,11.029907941818237,9.024566173553467,10.027133703231812,10.026610374450684,8.668910503387451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
36,qiskit_extended_stabilizer,clifford__clifford,0.0,,23.045219659805298,28.481757164001465,23.227232217788696,26.04617142677307,24.044115781784058,23.045219659805298,26.047043561935425,25.04812717437744,26.052542448043823,24.04454493522644,24.050654649734497,28.481757164001465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,23.227232217788696,26.04617142677307,24.044115781784058,23.045219659805298,26.047043561935425,25.04812717437744,26.052542448043823,24.04454493522644,24.050654649734497,28.481757164001465
37,qiskit_extended_stabilizer,clifford_t__clifford,0.0,,23.04582929611206,30.05529808998108,24.195520877838135,23.58104395866394,30.05529808998108,24.04386281967163,27.052594900131226,23.04582929611206,24.048470497131348,25.0535786151886,23.049067497253418,24.04732871055603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,24.195520877838135,23.58104395866394,30.05529808998108,24.04386281967163,27.052594900131226,23.04582929611206,24.048470497131348,25.0535786151886,23.049067497253418,24.04732871055603
38,qiskit_extended_stabilizer,clifford_t__cx_t,0.0,OOM:10,,,16.622281789779663,18.2304790019989,17.037685871124268,18.03986430168152,18.036828756332397,20.042406797409058,18.03893232345581,18.042901754379272,19.043553829193115,20.04180598258972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
39,qiskit_extended_stabilizer,clifford_t__cx_t__twice,0.0,OOM:10,,,17.62743306159973,17.08179211616516,19.041005611419678,19.039587259292603,18.03995943069458,20.04353618621826,21.043595790863037,21.045915126800537,18.040966987609863,20.045332670211792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
40,qiskit_extended_stabilizer,clifford_t__h_cz_rx,0.0,OOM:10,,,18.727370262145996,22.828359842300415,21.48411750793457,24.43221426010132,23.13908839225769,21.757705450057983,22.341073513031006,22.657825469970703,27.5931179523468,24.052039623260498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
41,qiskit_extended_stabilizer,clifford_t__h_cz_rx__twice,0.0,OOM:10,,,22.29284358024597,22.04551649093628,27.048665285110474,22.042280912399292,23.045117378234863,22.045909643173218,21.406846284866333,24.046371936798096,22.04449486732483,27.052375555038452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
42,qiskit_extended_stabilizer,ccx_h__clifford,0.0,OOM:10,,,25.043141841888428,19.03954291343689,22.054901838302612,20.041492700576782,21.462974071502686,22.046828985214233,23.046284198760986,24.044711589813232,23.048880338668823,23.047014236450195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
43,qiskit_extended_stabilizer,ccx_h__cx_t,0.0,OOM:10,,,19.037517786026,19.042541980743408,21.04459500312805,18.03854727745056,20.041077375411987,21.046071529388428,19.040464878082275,19.043171167373657,18.038132190704346,17.514830827713013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
44,qiskit_extended_stabilizer,ccx_h__cx_t__twice,0.0,OOM:10,,,19.035551071166992,20.04300332069397,19.041961908340454,18.040048360824585,20.04279613494873,21.045286893844604,19.042482137680054,19.03925132751465,19.042572736740112,22.047731399536133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
45,qiskit_extended_stabilizer,rz_h__cx,0.0,"OOM:9,T/O:1",,,11.026352643966675,12.030197858810425,21601.685096502304,11.02546763420105,11.02616024017334,14.035859823226929,12.030838012695312,11.029557704925537,13.032869100570679,14.036657571792603,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,T/O,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
46,qiskit_extended_stabilizer,rz_h__cx__twice,0.0,OOM:10,,,11.025863885879517,12.030968427658081,11.027726411819458,11.027897834777832,11.026940107345581,13.032588720321655,12.028047800064087,12.03014588356018,12.031169652938843,14.036745548248291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
47,qiskit_extended_stabilizer,measure_ghz,0.0,Unsupported operation:10,,,5.017745494842529,5.019876718521118,5.021413564682007,5.020057916641235,5.019147157669067,5.020642995834351,5.021287679672241,5.020641088485718,6.023481607437134,6.02341365814209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,Unsupported operation,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
48,qiskit_statevector,clifford__clifford,0.0,OOM:10,,,48.250996828079224,49.084381103515625,41.06896352767944,38.068541049957275,49.08128786087036,53.085890769958496,42.07634520530701,43.070207357406616,39.06653904914856,63.10322332382202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
49,qiskit_statevector,clifford_t__clifford,0.0,OOM:10,,,44.80053353309631,37.865896701812744,42.075767993927,40.06194567680359,52.083383560180664,38.06691098213196,39.065935373306274,50.08530354499817,40.07189607620239,42.07410717010498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
50,qiskit_statevector,clifford_t__cx_t,0.0,OOM:10,,,36.16729545593262,37.65223503112793,40.06929135322571,37.06691813468933,37.06935405731201,40.06812119483948,38.070637464523315,39.945520877838135,40.071396589279175,39.069876194000244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
51,qiskit_statevector,clifford_t__cx_t__twice,0.0,OOM:10,,,37.215877532958984,38.064693450927734,40.072582483291626,40.07101225852966,40.06808376312256,41.073397397994995,39.06669807434082,44.07081580162048,38.07163119316101,42.07476043701172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
52,qiskit_statevector,clifford_t__h_cz_rx,0.0,OOM:10,,,42.793421268463135,42.628034353256226,45.629284381866455,42.448543548583984,45.50659441947937,44.26937246322632,42.64857888221741,50.10805344581604,47.653340339660645,49.088926553726196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,OOM,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,
